county,site_code,site_name,latitude,longitude,sample_date,chemical_name,concentration_ppb,level_of_quantification_ppb,method_detection_level_ppb,sample_type,study_cd,study_description,study_weblink,data_source,agency,record_id
Monterey,27_12,Rec Ditch at San Jon Rd,36.70487,-121.70506,2020-05-13,acetamiprid,0.0557,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,7286454
Santa Barbara,42_53,Orcutt Creek at Brown Road (312GVTxxx 2007 SWAMP),34.93387,-120.55799,2015-05-12,imidacloprid,5.94,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,485272
Santa Barbara,42_50,Orcutt Crk at W. Main,34.95751,-120.63243,2019-09-17,imidacloprid,0.4849,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5358879
Santa Barbara,42_50,Orcutt Crk at W. Main,34.95751,-120.63243,2014-08-20,imidacloprid,1.03,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,1515457
Monterey,27_14,Salinas River at Del Monte Rd,36.73172,-121.78252,2011-05-16,imidacloprid,0.05,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,424463
San Luis Obispo,40_13,Oso Flaco Crk at Oso Flaco Lake Rd,35.01633,-120.58754,2013-09-04,imidacloprid,0.298,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,435156
Placer,31_30,Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk,38.80267,-121.33855,2013-06-04,imidacloprid,0.0685,0.05,0.0394,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,482982
Monterey,27_70,Alisal Creek at Hartnell Rd,36.6435,-121.57836,2011-05-16,imidacloprid,1.79,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,426161
Orange,30_44,"storm drain in Laguna Niguel- On coast, below golf course (Salt Creek outlet) (DPR site ID : SC7)",33.48168,-117.72409,2011-06-13,imidacloprid,0.062,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,431169
Orange,30_26,"Salt Crk, below Niguel Road bridge -(DPR urban Site ID:SC5)",33.50595,-117.7074,2019-08-26,imidacloprid,0.051,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7285628
Placer,31_45,Curry Creek outfall from neighborhood,38.75806,-121.35892,2014-03-17,imidacloprid,0.0602,0.02,0.0022,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,472092
Los Angeles,19_447,Northern LAR stormdrain north of Whittier Blvd,34.04039,-118.22873,2019-08-28,imidacloprid,0.149,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7285045
Alameda,01_171,South San Ramon Creek at Johnson Drive,37.70103,-121.91983,2020-06-25,imidacloprid,0.02,0.01,0.004,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7283862
Orange,30_44,"storm drain in Laguna Niguel- On coast, below golf course (Salt Creek outlet) (DPR site ID : SC7)",33.48168,-117.72409,2010-10-30,imidacloprid,0.07,0.05,0.01,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,430866
Monterey,27_10,"Reclamation Ditch at De LaTorre St, nr Airport Blvd, original DPR site",36.65923,-121.61565,2012-08-06,imidacloprid,0.389,0.05,0.0101,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,462415
Orange,30_42,"storm drain in Laguna Niguel-Side canyon, north, b/f receiving waters (DPR site ID: SC4)",33.50857,-117.70736,2010-10-30,imidacloprid,0.095,0.05,0.01,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,432990
Imperial,13_56,Alamo River at Rutherford Rd (upstream of Imperial State Wildlife Area),33.04468,-115.48829,2016-03-22,imidacloprid,0.138,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,1007243
Orange,30_25,storm drain - South neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC1),33.50912,-117.69067,2017-02-18,imidacloprid,0.375,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2088445
Santa Cruz,44_17,"Watsonville Slough at Shell Rd, just upstream of tidegates",36.87141,-121.81837,2011-06-14,imidacloprid,0.06,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,425959
Monterey,27_12,Rec Ditch at San Jon Rd,36.70487,-121.70506,2018-09-17,imidacloprid,0.505,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2866156
Los Angeles,19_157,Ballona Creek at Centinela Ave (DPR urban site ID: BAL),33.98692,-118.41553,2018-03-03,imidacloprid,0.073,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2863347
Orange,30_24,storm drain -North neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC3),33.51193,-117.69707,2014-06-24,imidacloprid,0.088,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,473761
San Luis Obispo,40_13,Oso Flaco Crk at Oso Flaco Lake Rd,35.01633,-120.58754,2018-09-18,imidacloprid,1.44,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2866252
Placer,31_31,Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022),38.80261,-121.33881,2018-02-26,imidacloprid,0.211,0.02,0.004,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2863110
Monterey,27_70,Alisal Creek at Hartnell Rd,36.6435,-121.57836,2020-08-19,thiamethoxam,1.899,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,7287161
Orange,30_30,storm drain - Above constructed wetland-drains to Wood Cnyn/Aliso Crk(DPR Site ID:WC1),33.58245,-117.74527,2017-08-28,imidacloprid,0.046,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2864275
Los Angeles,19_158,Bouquet Creek,34.42835,-118.53985,2019-08-28,imidacloprid,0.015,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7284431
Los Angeles,19_379,Coyote Creek before merging with San Gabriel River (DPR urban monitoring site),33.79093,-118.09154,2018-04-30,imidacloprid,0.022,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2864373
Monterey,27_7,"Quail Creek at HWY 101, btwn Spence and Potter Roads (trib. to Salinas R.)",36.60922,-121.56269,2012-04-17,imidacloprid,0.429,0.05,0.0101,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,463488
Orange,30_24,storm drain -North neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC3),33.51193,-117.69707,2011-02-16,imidacloprid,0.1307,0.05,0.01,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,427104
Orange,30_30,storm drain - Above constructed wetland-drains to Wood Cnyn/Aliso Crk(DPR Site ID:WC1),33.58245,-117.74527,2017-02-18,imidacloprid,0.171,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2088439
Monterey,27_66,Tembladero Slough at Haro,36.75955,-121.75433,2017-06-13,imidacloprid,0.222,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2090292
Los Angeles,19_157,Ballona Creek at Centinela Ave (DPR urban site ID: BAL),33.98692,-118.41553,2019-02-01,imidacloprid,0.013,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,5355079
Monterey,27_66,Tembladero Slough at Haro,36.75955,-121.75433,2017-08-08,imidacloprid,0.36,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2090658
Monterey,27_8,"Chualar Creek at Chualar River Rd., ca. 1.2 mi. from HWY 101 (trib. to Salinas R.)",36.55835,-121.52964,2016-09-13,imidacloprid,0.879,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,1007261
Orange,30_24,storm drain -North neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC3),33.51193,-117.69707,2014-08-27,imidacloprid,0.082,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,484348
Santa Barbara,42_53,Orcutt Creek at Brown Road (312GVTxxx 2007 SWAMP),34.93387,-120.55799,2013-05-15,imidacloprid,2.28,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,433940
Monterey,27_12,Rec Ditch at San Jon Rd,36.70487,-121.70506,2018-11-26,imidacloprid,0.077,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2866728
Monterey,27_12,Rec Ditch at San Jon Rd,36.70487,-121.70506,2019-07-15,thiamethoxam,0.408,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5359248
Imperial,13_69,Rice Drain 3 at Wienert Rd,32.86907,-115.65104,2019-10-15,imidacloprid,2.04,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5358861
Orange,30_26,"Salt Crk, below Niguel Road bridge -(DPR urban Site ID:SC5)",33.50595,-117.7074,2019-06-25,imidacloprid,0.033,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,5355089
Orange,30_43,storm drain in Laguna Niguel-Above golf course (DPR site ID: SC6),33.49222,-117.71735,2014-02-28,imidacloprid,0.052,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,473026
